200501030000,0.78330,0.78350,0.77265,0.77695,8844
200501040000,0.77705,0.78015,0.76360,0.76540,22956
200501050000,0.76550,0.76840,0.75940,0.76500,20946
200501060000,0.76510,0.76510,0.75770,0.76220,17512
200501070000,0.76220,0.76680,0.75400,0.75750,15680
200501090000,0.75700,0.75860,0.75550,0.75830,683
200501100000,0.75830,0.76100,0.75660,0.75900,15371
200501110000,0.75900,0.76430,0.75820,0.76270,17601
200501120000,0.76270,0.76980,0.75510,0.76620,19569
200501130000,0.76620,0.76870,0.76430,0.76510,16901
200501140000,0.76510,0.76540,0.75670,0.75880,21312
200501160000,0.75900,0.76030,0.75820,0.75820,452
200501170000,0.75820,0.76200,0.75480,0.75570,11360
200501180000,0.75580,0.75890,0.75050,0.75520,20778
200501190000,0.75530,0.76530,0.75520,0.76010,20720
200501200000,0.76010,0.76230,0.75720,0.75900,18099
200501210000,0.75900,0.77160,0.75720,0.76940,17743
200501230000,0.76870,0.77110,0.76820,0.77010,713
200501240000,0.77010,0.77190,0.76830,0.77030,14636
200501250000,0.77040,0.77280,0.76290,0.76530,19267
200501260000,0.76530,0.77620,0.76500,0.77480,19502
200501270000,0.77480,0.78030,0.77310,0.77750,21059
200501280000,0.77750,0.77880,0.77100,0.77500,17879
200501300000,0.77430,0.77440,0.77330,0.77400,593
200501310000,0.77400,0.77660,0.77190,0.77470,19677
200502010000,0.77460,0.77580,0.76970,0.77485,20519
200502020000,0.77485,0.77890,0.77330,0.77760,19688
200502030000,0.77770,0.77780,0.76740,0.77090,21811
200502040000,0.77080,0.77590,0.76820,0.77040,21444
200502060000,0.77000,0.77000,0.76650,0.76720,990
200502070000,0.76720,0.77380,0.76690,0.76780,20972
200502080000,0.76780,0.76800,0.76130,0.76570,20570
200502090000,0.76570,0.77250,0.76310,0.77160,19609
200502100000,0.77160,0.78390,0.77080,0.78130,23503
200502110000,0.78140,0.78640,0.78100,0.78600,16197
200502130000,0.78500,0.78650,0.78500,0.78650,578
200502140000,0.78650,0.78890,0.78460,0.78690,15378
200502150000,0.78690,0.78820,0.78250,0.78590,21512
200502160000,0.78590,0.78650,0.77880,0.78330,22590
200502170000,0.78330,0.78940,0.78330,0.78430,19015
200502180000,0.78420,0.78980,0.78300,0.78850,16594
200502190000,0.78840,0.78840,0.78840,0.78840,1
200502200000,0.78850,0.79080,0.78800,0.78880,1149
200502210000,0.78880,0.79020,0.78610,0.78980,12119
200502220000,0.78980,0.79590,0.78670,0.79350,26796
200502230000,0.79350,0.79360,0.78440,0.78500,24285
200502240000,0.78510,0.78980,0.78260,0.78360,23096
200502250000,0.78360,0.78840,0.78070,0.78640,20702
200502270000,0.78620,0.78780,0.78580,0.78780,521
200502280000,0.78780,0.79450,0.78760,0.79100,20492
200503010000,0.79100,0.79110,0.78320,0.78570,25319
200503020000,0.78570,0.78690,0.77720,0.78190,27290
200503030000,0.78200,0.78520,0.78020,0.78180,22281
200503040000,0.78190,0.79360,0.78140,0.79080,19694
200503060000,0.79060,0.79130,0.78950,0.79000,684
200503070000,0.79000,0.79330,0.78860,0.79310,17993
200503080000,0.79310,0.79890,0.79220,0.79760,22472
200503090000,0.79760,0.79820,0.79080,0.79200,25371
200503100000,0.79200,0.79830,0.78730,0.79090,27006
200503110000,0.79100,0.79570,0.78760,0.79300,18343
200503130000,0.79410,0.79430,0.79190,0.79380,649
200503140000,0.79380,0.79400,0.78610,0.78810,18613
200503150000,0.78810,0.79400,0.78710,0.78955,20120
200503160000,0.78955,0.79580,0.78835,0.79440,21350
200503170000,0.79440,0.79440,0.79070,0.79280,19921
200503180000,0.79290,0.79520,0.78880,0.79500,18491
200503200000,0.79490,0.79500,0.79340,0.79350,530
200503210000,0.79350,0.79370,0.78370,0.78460,21703
200503220000,0.78460,0.79275,0.77800,0.77840,24753
200503230000,0.77840,0.78100,0.76990,0.77240,28067
200503240000,0.77240,0.77400,0.77045,0.77105,20486
200503250000,0.77115,0.77385,0.77095,0.77150,2741
200503270000,0.77210,0.77230,0.77160,0.77190,241
200503280000,0.77170,0.77190,0.76695,0.76850,15782
200503290000,0.76850,0.77500,0.76790,0.77240,22218
200503300000,0.77240,0.77420,0.76950,0.77150,20110
200503310000,0.77160,0.77770,0.77090,0.77300,20009
200504010000,0.77290,0.77620,0.76840,0.77120,20097
200504030000,0.77120,0.77120,0.76860,0.76910,694
200504040000,0.76910,0.77080,0.76520,0.76690,18896
200504050000,0.76690,0.76980,0.76280,0.76460,23265
200504060000,0.76460,0.76780,0.76260,0.76320,22365
200504070000,0.76320,0.77080,0.76300,0.76630,21262
200504080000,0.76630,0.77365,0.76490,0.77170,19358
200504100000,0.77190,0.77210,0.77040,0.77140,776
200504110000,0.77140,0.77580,0.77110,0.77560,17563
200504120000,0.77560,0.77740,0.77210,0.77440,20843
200504130000,0.77440,0.78040,0.77430,0.77710,22162
200504140000,0.77710,0.77760,0.76810,0.76930,24044
200504150000,0.76930,0.77230,0.76520,0.76840,22737
200504160000,0.76870,0.76870,0.76870,0.76870,1
200504170000,0.76810,0.76970,0.76810,0.76940,769
200504180000,0.76940,0.76950,0.76360,0.76690,21169
200504190000,0.76690,0.77190,0.76480,0.77140,22864
200504200000,0.77140,0.77700,0.77110,0.77580,23865
200504210000,0.77580,0.77730,0.77360,0.77550,21415
200504220000,0.77540,0.78320,0.77430,0.78130,20898
200504240000,0.78120,0.78280,0.78110,0.78140,779
200504250000,0.78140,0.78200,0.77790,0.77975,17889
200504260000,0.77955,0.78135,0.77650,0.77845,21485
